수목명,흉고지름,Condition,Value,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
회화나무,80.0,Excellent,SOJA,"3,432.4",$79.83,69.0,$1.61,"2,757.9",$311.34,2.4,$37.83,97.7,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,52.0,Excellent,SOJA,"3,432.4",$79.83,32.7,$0.76,"2,757.9",$311.34,2.4,$37.83,30.1,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,80.0,Poor,SOJA,"2,880.3",$66.99,42.8,$1.00,"2,252.1",$254.24,2.4,$37.83,97.7,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,53.0,Poor,SOJA,"2,880.3",$66.99,21.0,$0.49,"2,252.1",$254.24,2.4,$37.83,31.7,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,60.0,Poor,SOJA,"2,880.3",$66.99,26.0,$0.60,"2,252.1",$254.24,2.4,$37.83,44.5,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,3.0,Poor,SOJA,"1,594.4",$37.08,"3,297.1",$76.68,"1,251.3",$141.26,1.3,$20.48,0.8,"16,615.4",105.1,$0.94,4.4,0.2,0.2,6.1,0.3,0.0,0.4,0.2
회화나무,49.0,Excellent,SOJA,"3,432.4",$79.83,29.5,$0.69,"2,757.9",$311.34,2.4,$37.83,25.6,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,57.0,Excellent,SOJA,"3,432.4",$79.83,38.4,$0.89,"2,757.9",$311.34,2.4,$37.83,38.7,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,47.0,Excellent,SOJA,"3,432.4",$79.83,27.5,$0.64,"2,757.9",$311.34,2.4,$37.83,22.9,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,70.0,Excellent,SOJA,"3,432.4",$79.83,54.8,$1.27,"2,757.9",$311.34,2.4,$37.83,67.8,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,58.0,Excellent,SOJA,"3,432.4",$79.83,39.6,$0.92,"2,757.9",$311.34,2.4,$37.83,40.6,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,93.0,Excellent,SOJA,"3,432.4",$79.83,89.6,$2.08,"2,757.9",$311.34,2.4,$37.83,147.4,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,77.0,Excellent,SOJA,"3,432.4",$79.83,64.6,$1.50,"2,757.9",$311.34,2.4,$37.83,88.0,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,130.0,Excellent,SOJA,"3,432.4",$79.83,159.9,$3.72,"2,757.9",$311.34,2.4,$37.83,367.8,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,82.0,Excellent,SOJA,"3,432.4",$79.83,72.0,$1.68,"2,757.9",$311.34,2.4,$37.83,104.5,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,120.0,Excellent,SOJA,"3,432.4",$79.83,139.2,$3.24,"2,757.9",$311.34,2.4,$37.83,295.6,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,74.0,Excellent,SOJA,"3,432.4",$79.83,60.3,$1.40,"2,757.9",$311.34,2.4,$37.83,78.9,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,72.0,Excellent,SOJA,"3,432.4",$79.83,57.5,$1.34,"2,757.9",$311.34,2.4,$37.83,73.3,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,64.0,Excellent,SOJA,"3,432.4",$79.83,46.9,$1.09,"2,757.9",$311.34,2.4,$37.83,53.1,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,62.0,Excellent,SOJA,"3,432.4",$79.83,44.4,$1.03,"2,757.9",$311.34,2.4,$37.83,48.7,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,65.0,Excellent,SOJA,"3,432.4",$79.83,48.2,$1.12,"2,757.9",$311.34,2.4,$37.83,55.4,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,90.0,Poor,SOJA,"2,880.3",$66.99,52.5,$1.22,"2,252.1",$254.24,2.4,$37.83,134.7,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,100.0,Poor,SOJA,"2,880.3",$66.99,63.0,$1.46,"2,252.1",$254.24,2.4,$37.83,179.7,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,54.0,Poor,SOJA,"2,880.3",$66.99,21.7,$0.50,"2,252.1",$254.24,2.4,$37.83,33.4,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,52.0,Poor,SOJA,"2,880.3",$66.99,20.3,$0.47,"2,252.1",$254.24,2.4,$37.83,30.1,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,85.0,Poor,SOJA,"2,880.3",$66.99,47.5,$1.11,"2,252.1",$254.24,2.4,$37.83,115.3,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,51.0,Poor,SOJA,"2,880.3",$66.99,19.6,$0.46,"2,252.1",$254.24,2.4,$37.83,28.6,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,55.0,Poor,SOJA,"2,880.3",$66.99,22.4,$0.52,"2,252.1",$254.24,2.4,$37.83,35.1,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,130.0,Poor,SOJA,"2,880.3",$66.99,99.2,$2.31,"2,252.1",$254.24,2.4,$37.83,367.8,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,50.0,Poor,SOJA,"2,880.3",$66.99,19.0,$0.44,"2,252.1",$254.24,2.4,$37.83,27.1,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,47.0,Poor,SOJA,"2,880.3",$66.99,17.0,$0.40,"2,252.1",$254.24,2.4,$37.83,22.9,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,39.0,Fair,SOJA,"3,170.9",$73.74,16.3,$0.38,"2,518.3",$284.29,2.4,$37.83,13.7,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,5.0,Fair,SOJA,"2,366.5",$55.04,"4,619.7",$107.44,"1,885.9",$212.90,1.8,$27.61,1.1,"28,950.3",183.1,$1.64,9.1,0.3,0.3,9.0,0.7,0.1,0.6,0.4
회화나무,4.0,Fair,SOJA,"2,226.0",$51.77,"4,519.4",$105.11,"1,773.0",$200.16,1.7,$26.06,1.1,"27,255.5",172.4,$1.54,8.6,0.3,0.3,8.5,0.6,0.1,0.6,0.4
회화나무,16.0,Excellent,SOJA,"3,432.4",$79.83,"1,623.9",$37.77,"2,757.9",$311.34,2.4,$37.83,1.6,"53,195.9",336.5,$3.01,18.5,0.5,0.7,13.0,1.4,0.1,0.9,1.0
회화나무,100.0,Excellent,SOJA,"3,432.4",$79.83,101.6,$2.36,"2,757.9",$311.34,2.4,$37.83,179.7,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,115.0,Excellent,SOJA,"3,432.4",$79.83,129.3,$3.01,"2,757.9",$311.34,2.4,$37.83,263.2,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,105.0,Excellent,SOJA,"3,432.4",$79.83,110.5,$2.57,"2,757.9",$311.34,2.4,$37.83,205.3,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,49.0,Poor,SOJA,"2,880.3",$66.99,18.3,$0.43,"2,252.1",$254.24,2.4,$37.83,25.6,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,140.0,Excellent,SOJA,"3,432.4",$79.83,181.8,$4.23,"2,757.9",$311.34,2.4,$37.83,450.3,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,48.0,Poor,SOJA,"2,880.3",$66.99,17.7,$0.41,"2,252.1",$254.24,2.4,$37.83,24.2,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,63.0,Poor,SOJA,"2,880.3",$66.99,28.3,$0.66,"2,252.1",$254.24,2.4,$37.83,50.9,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,68.0,Poor,SOJA,"2,880.3",$66.99,32.3,$0.75,"2,252.1",$254.24,2.4,$37.83,62.7,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,60.0,Fair,SOJA,"3,170.9",$73.74,34.4,$0.80,"2,518.3",$284.29,2.4,$37.83,44.5,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,59.0,Poor,SOJA,"2,880.3",$66.99,25.3,$0.59,"2,252.1",$254.24,2.4,$37.83,42.5,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,65.0,Poor,SOJA,"2,880.3",$66.99,29.9,$0.69,"2,252.1",$254.24,2.4,$37.83,55.4,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,76.0,Poor,SOJA,"2,880.3",$66.99,39.2,$0.91,"2,252.1",$254.24,2.4,$37.83,84.9,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,65.0,Fair,SOJA,"3,170.9",$73.74,39.5,$0.92,"2,518.3",$284.29,2.4,$37.83,55.4,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,62.0,Poor,SOJA,"2,880.3",$66.99,27.5,$0.64,"2,252.1",$254.24,2.4,$37.83,48.7,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,58.0,Poor,SOJA,"2,880.3",$66.99,24.5,$0.57,"2,252.1",$254.24,2.4,$37.83,40.6,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,72.0,Poor,SOJA,"2,880.3",$66.99,35.7,$0.83,"2,252.1",$254.24,2.4,$37.83,73.3,"45,126.7",285.4,$2.55,14.2,0.4,0.5,10.9,1.1,0.1,0.8,0.7
회화나무,90.0,Excellent,SOJA,"3,432.4",$79.83,84.6,$1.97,"2,757.9",$311.34,2.4,$37.83,134.7,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,10.0,Excellent,SOJA,"3,230.5",$75.13,"4,641.9",$107.96,"2,600.5",$293.57,2.2,$35.14,1.4,"45,234.4",286.1,$2.56,15.8,0.5,0.6,12.3,1.2,0.1,0.9,0.8
회화나무,50.0,Fair,SOJA,"3,170.9",$73.74,25.1,$0.58,"2,518.3",$284.29,2.4,$37.83,27.1,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,45.0,Fair,SOJA,"3,170.9",$73.74,20.9,$0.49,"2,518.3",$284.29,2.4,$37.83,20.3,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,48.0,Fair,SOJA,"3,170.9",$73.74,23.4,$0.54,"2,518.3",$284.29,2.4,$37.83,24.2,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,42.0,Fair,SOJA,"3,170.9",$73.74,18.6,$0.43,"2,518.3",$284.29,2.4,$37.83,16.8,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,49.0,Fair,SOJA,"3,170.9",$73.74,24.2,$0.56,"2,518.3",$284.29,2.4,$37.83,25.6,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,44.0,Fair,SOJA,"3,170.9",$73.74,20.1,$0.47,"2,518.3",$284.29,2.4,$37.83,19.1,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,116.0,Excellent,SOJA,"3,432.4",$79.83,131.3,$3.05,"2,757.9",$311.34,2.4,$37.83,269.5,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,110.0,Excellent,SOJA,"3,432.4",$79.83,119.8,$2.79,"2,757.9",$311.34,2.4,$37.83,233.1,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,75.0,Excellent,SOJA,"3,432.4",$79.83,61.7,$1.44,"2,757.9",$311.34,2.4,$37.83,81.9,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,51.0,Fair,SOJA,"3,170.9",$73.74,26.0,$0.60,"2,518.3",$284.29,2.4,$37.83,28.6,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,69.0,Excellent,SOJA,"3,432.4",$79.83,53.4,$1.24,"2,757.9",$311.34,2.4,$37.83,65.2,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,43.0,Fair,SOJA,"3,170.9",$73.74,19.3,$0.45,"2,518.3",$284.29,2.4,$37.83,17.9,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,66.0,Excellent,SOJA,"3,432.4",$79.83,49.5,$1.15,"2,757.9",$311.34,2.4,$37.83,57.8,"72,785.1",460.4,$4.11,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
회화나무,80.0,Fair,SOJA,"3,170.9",$73.74,56.6,$1.32,"2,518.3",$284.29,2.4,$37.83,97.7,"59,683.8",377.5,$3.37,19.8,0.5,0.7,12.0,1.5,0.1,0.9,1.0
회화나무,11.0,Excellent,SOJA,"3,315.5",$77.11,"4,327.2",$100.64,"2,667.5",$301.14,2.3,$36.20,1.4,"46,567.1",294.5,$2.63,16.3,0.5,0.6,12.6,1.2,0.1,0.9,0.8
느티나무,29.0,Excellent,ZESE,"3,432.4",$79.83,"4,913.8",$114.28,"2,757.9",$311.34,2.4,$37.83,2.5,"136,143.6",861.1,$7.69,26.7,0.5,0.9,13.0,2.1,0.1,0.9,0.8
느티나무,22.0,Excellent,ZESE,"3,432.4",$79.83,"4,978.8",$115.79,"2,757.9",$311.34,2.4,$37.83,1.9,"115,233.8",728.9,$6.51,26.9,0.5,1.0,13.0,2.1,0.1,0.9,0.9
느티나무,24.0,Excellent,ZESE,"3,432.4",$79.83,"5,043.9",$117.30,"2,757.9",$311.34,2.4,$37.83,2.1,"121,999.1",771.7,$6.90,27.0,0.5,0.9,13.0,2.1,0.1,0.9,0.9
느티나무,21.0,Excellent,ZESE,"3,432.4",$79.83,"4,910.9",$114.21,"2,757.9",$311.34,2.4,$37.83,1.8,"111,541.5",705.5,$6.30,26.9,0.5,1.0,13.0,2.1,0.1,0.9,1.0
느티나무,26.0,Excellent,ZESE,"3,432.4",$79.83,"5,023.6",$116.83,"2,757.9",$311.34,2.4,$37.83,2.2,"128,004.9",809.6,$7.23,26.9,0.5,0.9,13.0,2.1,0.1,0.9,0.8
느티나무,23.0,Excellent,ZESE,"3,432.4",$79.83,"5,023.4",$116.83,"2,757.9",$311.34,2.4,$37.83,2.0,"118,722.2",750.9,$6.71,27.0,0.5,1.0,13.0,2.1,0.1,0.9,0.9
느티나무,30.0,Excellent,ZESE,"3,432.4",$79.83,"4,857.9",$112.98,"2,757.9",$311.34,2.4,$37.83,2.6,"138,601.4",876.7,$7.83,26.6,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,27.0,Excellent,ZESE,"3,432.4",$79.83,"4,997.0",$116.22,"2,757.9",$311.34,2.4,$37.83,2.3,"130,835.4",827.5,$7.39,26.8,0.5,0.9,13.0,2.1,0.1,0.9,0.8
느티나무,31.0,Excellent,ZESE,"3,432.4",$79.83,"4,806.2",$111.78,"2,757.9",$311.34,2.4,$37.83,2.7,"140,829.8",890.8,$7.96,26.5,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,28.0,Excellent,ZESE,"3,432.4",$79.83,"4,960.5",$115.37,"2,757.9",$311.34,2.4,$37.83,2.4,"133,550.6",844.7,$7.55,26.8,0.5,0.9,13.0,2.1,0.1,0.9,0.8
느티나무,33.0,Excellent,ZESE,"3,432.4",$79.83,"4,738.2",$110.20,"2,757.9",$311.34,2.4,$37.83,3.0,"144,488.3",913.9,$8.17,26.3,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,25.0,Excellent,ZESE,"3,432.4",$79.83,"5,040.3",$117.22,"2,757.9",$311.34,2.4,$37.83,2.1,"125,065.9",791.1,$7.07,26.9,0.5,0.9,13.0,2.1,0.1,0.9,0.8
느티나무,34.0,Excellent,ZESE,"3,432.4",$79.83,"4,730.1",$110.01,"2,757.9",$311.34,2.4,$37.83,3.1,"145,899.3",922.8,$8.25,26.3,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,32.0,Excellent,ZESE,"3,432.4",$79.83,"4,765.0",$110.82,"2,757.9",$311.34,2.4,$37.83,2.8,"142,795.7",903.2,$8.07,26.4,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,35.0,Excellent,ZESE,"3,432.4",$79.83,"4,746.0",$110.38,"2,757.9",$311.34,2.4,$37.83,3.2,"147,018.6",929.9,$8.31,26.2,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,36.0,Excellent,ZESE,"3,432.4",$79.83,"4,792.1",$111.45,"2,757.9",$311.34,2.4,$37.83,3.4,"147,837.8",935.1,$8.36,26.2,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,51.0,Excellent,ZESE,"3,432.4",$79.83,"7,251.5",$168.65,"2,757.9",$311.34,2.4,$37.83,6.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,47.0,Excellent,ZESE,"3,432.4",$79.83,"6,536.8",$152.03,"2,757.9",$311.34,2.4,$37.83,5.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,38.0,Excellent,ZESE,"3,432.4",$79.83,"5,007.4",$116.46,"2,757.9",$311.34,2.4,$37.83,3.7,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,39.0,Excellent,ZESE,"3,432.4",$79.83,"5,171.7",$120.28,"2,757.9",$311.34,2.4,$37.83,3.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,43.0,Excellent,ZESE,"3,432.4",$79.83,"5,843.2",$135.89,"2,757.9",$311.34,2.4,$37.83,4.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,62.0,Excellent,ZESE,"3,432.4",$79.83,"9,318.4",$216.72,"2,757.9",$311.34,2.4,$37.83,10.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,45.0,Excellent,ZESE,"3,432.4",$79.83,"6,187.3",$143.90,"2,757.9",$311.34,2.4,$37.83,5.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,40.0,Excellent,ZESE,"3,432.4",$79.83,"5,337.4",$124.13,"2,757.9",$311.34,2.4,$37.83,4.1,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,37.0,Excellent,ZESE,"3,432.4",$79.83,"4,876.1",$113.40,"2,757.9",$311.34,2.4,$37.83,3.6,"148,347.2",938.3,$8.38,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,50.0,Excellent,ZESE,"3,432.4",$79.83,"7,070.9",$164.45,"2,757.9",$311.34,2.4,$37.83,6.5,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,46.0,Excellent,ZESE,"3,432.4",$79.83,"6,361.4",$147.95,"2,757.9",$311.34,2.4,$37.83,5.5,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,69.0,Excellent,ZESE,"3,432.4",$79.83,"10,705.9",$248.99,"2,757.9",$311.34,2.4,$37.83,12.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,14.0,Fair,ZESE,"3,170.9",$73.74,"2,969.7",$69.07,"2,518.3",$284.29,2.4,$37.83,0.9,"62,047.0",392.5,$3.51,19.6,0.5,0.7,12.0,1.5,0.1,0.9,0.9
느티나무,10.0,Fair,ZESE,"2,792.7",$64.95,"2,197.0",$51.10,"2,226.4",$251.34,2.1,$32.49,0.6,"46,100.9",291.6,$2.61,15.4,0.4,0.6,10.6,1.2,0.1,0.8,0.8
느티나무,12.0,Poor,ZESE,"2,750.1",$63.96,"1,753.9",$40.79,"2,155.0",$243.28,2.3,$35.65,0.6,"37,006.0",234.1,$2.09,11.3,0.4,0.4,10.4,0.9,0.1,0.7,0.5
느티나무,29.0,Fair,ZESE,"3,170.9",$73.74,"4,074.6",$94.76,"2,518.3",$284.29,2.4,$37.83,2.3,"109,929.1",695.3,$6.21,25.3,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,18.0,Fair,ZESE,"3,170.9",$73.74,"3,656.9",$85.05,"2,518.3",$284.29,2.4,$37.83,1.3,"77,624.3",491.0,$4.39,22.5,0.5,0.8,12.0,1.7,0.1,0.9,1.0
느티나무,23.0,Poor,ZESE,"2,880.3",$66.99,"3,102.8",$72.16,"2,252.1",$254.24,2.4,$37.83,1.5,"68,824.9",435.3,$3.89,18.7,0.4,0.7,10.9,1.4,0.1,0.8,0.7
느티나무,41.0,Excellent,ZESE,"3,432.4",$79.83,"5,504.6",$128.02,"2,757.9",$311.34,2.4,$37.83,4.4,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,49.0,Excellent,ZESE,"3,432.4",$79.83,"6,891.6",$160.28,"2,757.9",$311.34,2.4,$37.83,6.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,8.0,Fair,ZESE,"2,462.9",$57.28,"1,835.9",$42.70,"1,966.0",$221.95,1.8,$28.40,0.5,"38,352.3",242.6,$2.17,13.0,0.4,0.5,9.4,1.0,0.1,0.7,0.7
느티나무,20.0,Fair,ZESE,"3,170.9",$73.74,"3,902.7",$90.76,"2,518.3",$284.29,2.4,$37.83,1.5,"84,834.1",536.6,$4.79,23.4,0.5,0.8,12.0,1.8,0.1,0.9,0.9
느티나무,24.0,Fair,ZESE,"3,170.9",$73.74,"4,148.4",$96.48,"2,518.3",$284.29,2.4,$37.83,1.8,"97,416.9",616.2,$5.51,24.6,0.5,0.9,12.0,1.9,0.1,0.9,0.9
느티나무,32.0,Fair,ZESE,"3,170.9",$73.74,"3,925.1",$91.29,"2,518.3",$284.29,2.4,$37.83,2.6,"116,120.4",734.5,$6.56,25.5,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,30.0,Fair,ZESE,"3,170.9",$73.74,"4,032.9",$93.79,"2,518.3",$284.29,2.4,$37.83,2.4,"112,117.8",709.2,$6.34,25.4,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,15.0,Fair,ZESE,"3,170.9",$73.74,"3,162.3",$73.54,"2,518.3",$284.29,2.4,$37.83,1.0,"66,030.7",417.6,$3.73,20.4,0.5,0.7,12.0,1.5,0.1,0.9,0.9
느티나무,12.0,Fair,ZESE,"3,063.4",$71.25,"2,575.4",$59.90,"2,436.6",$275.07,2.3,$36.19,0.8,"54,043.3",341.8,$3.05,17.7,0.4,0.7,11.6,1.3,0.1,0.8,0.9
느티나무,36.0,Fair,ZESE,"3,170.9",$73.74,"3,865.4",$89.90,"2,518.3",$284.29,2.4,$37.83,3.2,"121,112.8",766.0,$6.85,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,6.0,Poor,ZESE,"1,643.6",$38.22,961.2,$22.36,"1,293.9",$146.07,1.3,$20.72,0.3,"19,809.5",125.3,$1.12,5.8,0.2,0.2,6.2,0.4,0.0,0.4,0.2
느티나무,11.0,Fair,ZESE,"2,915.0",$67.79,"2,384.1",$55.45,"2,322.5",$262.19,2.2,$34.05,0.7,"50,056.3",316.6,$2.83,16.6,0.4,0.6,11.1,1.2,0.1,0.8,0.8
느티나무,13.0,Fair,ZESE,"3,170.8",$73.74,"2,770.7",$64.44,"2,518.2",$284.29,2.4,$37.83,0.9,"58,045.4",367.1,$3.28,18.7,0.5,0.7,12.0,1.4,0.1,0.9,0.9
느티나무,33.0,Fair,ZESE,"3,170.9",$73.74,"3,879.0",$90.21,"2,518.3",$284.29,2.4,$37.83,2.8,"117,796.1",745.1,$6.66,25.5,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,31.0,Fair,ZESE,"3,170.9",$73.74,"3,982.1",$92.61,"2,518.3",$284.29,2.4,$37.83,2.5,"114,190.0",722.3,$6.45,25.4,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,16.0,Fair,ZESE,"3,170.9",$73.74,"3,342.0",$77.72,"2,518.3",$284.29,2.4,$37.83,1.1,"69,970.8",442.6,$3.95,21.2,0.5,0.8,12.0,1.6,0.1,0.9,0.9
느티나무,28.0,Fair,ZESE,"3,170.9",$73.74,"4,107.4",$95.53,"2,518.3",$284.29,2.4,$37.83,2.2,"107,629.2",680.8,$6.08,25.2,0.5,0.9,12.0,2.0,0.1,0.9,0.9
느티나무,23.0,Fair,ZESE,"3,170.9",$73.74,"4,120.4",$95.83,"2,518.3",$284.29,2.4,$37.83,1.8,"94,530.8",597.9,$5.34,24.4,0.5,0.9,12.0,1.9,0.1,0.9,0.9
