,GI,TG,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
5,4,"(1) Oak, Pin (Quercus palustris)  at 10.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,291.2",$309.11,"12,010.6",$279.33,"2,418.4",$277.79,51.7,$652.14,3.0,"40,106.3","5,449.9",$48.70,18.1,1.9,5.8,30.8,2.2,0.3,0.2,0.8
6,5,"(1) Oak, Pin (Quercus palustris)  at 12.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,347.4",$310.42,"2,447.5",$281.14,52.4,$660.93,3.5,"45,594.8","6,195.7",$55.36,19.6,1.9,6.2,31.2,2.4,0.3,0.2,0.8
7,6,"(1) Oak, Pin (Quercus palustris)  at 18.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,121.2",$374.93,"2,447.5",$281.14,52.4,$660.93,4.8,"61,809.6","8,399.1",$75.05,22.0,1.9,6.6,31.2,2.8,0.3,0.2,0.8
8,7,"(1) Oak, Pin (Quercus palustris)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,670.5",$387.70,"2,447.5",$281.14,52.4,$660.93,5.6,"71,674.6","9,739.6",$87.03,21.9,1.9,6.4,31.2,2.9,0.3,0.2,0.6
9,8,"(1) Oak, Pin (Quercus palustris)  at 8.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","12,128.7",$282.08,"6,523.7",$151.72,"2,134.5",$245.19,47.6,$600.04,1.6,"21,781.5","2,959.8",$26.45,10.0,1.7,3.2,28.1,1.2,0.3,0.2,0.4
10,9,"(1) Oak, Pin (Quercus palustris)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"15,431.5",$358.89,"2,447.5",$281.14,52.4,$660.93,4.3,"56,524.3","7,680.9",$68.64,21.6,1.9,6.6,31.2,2.7,0.3,0.2,0.8
11,10,"(1) Oak, Pin (Quercus palustris)  at 6.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","11,095.9",$258.06,"5,279.0",$122.77,"1,950.0",$223.99,43.5,$549.14,1.3,"18,045.2","2,452.1",$21.91,8.2,1.6,2.6,25.7,1.0,0.3,0.1,0.4
2,1,"(1) Oak, Pin (Quercus palustris)  at 10.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,170.5",$306.31,"7,857.4",$182.74,"2,309.6",$265.30,51.7,$652.14,2.0,"25,758.5","3,500.2",$31.28,11.8,1.9,3.8,30.5,1.5,0.3,0.2,0.5
3,2,"(1) Oak, Pin (Quercus palustris)  at 14.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,498.9",$337.20,"2,447.5",$281.14,52.4,$660.93,3.9,"51,095.9","6,943.2",$62.04,20.8,1.9,6.5,31.2,2.6,0.3,0.2,0.8
4,3,"(1) Oak, Pin (Quercus palustris)  at 6.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","11,715.2",$272.46,"8,926.8",$207.61,"2,134.4",$245.17,45.5,$574.62,2.1,"29,528.5","4,012.5",$35.86,14.3,1.7,4.6,27.2,1.8,0.3,0.2,0.7
5,4,"(1) Oak, Pin (Quercus palustris)  at 12.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"9,145.6",$212.70,"2,337.8",$268.54,52.4,$660.93,2.5,"29,927.5","4,066.7",$36.34,13.6,1.9,4.3,30.9,1.7,0.3,0.2,0.6
6,5,"(1) Oak, Pin (Quercus palustris)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,271.2",$262.13,"2,337.8",$268.54,52.4,$660.93,3.4,"38,498.9","5,231.5",$46.75,16.7,1.9,5.2,30.9,2.1,0.3,0.2,0.7
7,6,"(1) Oak, Pin (Quercus palustris)  at 15.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,993.9",$348.71,"2,447.5",$281.14,52.4,$660.93,4.1,"53,823.5","7,313.9",$65.36,21.2,1.9,6.5,31.2,2.7,0.3,0.2,0.8
8,7,"(1) Oak, Pin (Quercus palustris)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,642.7",$387.06,"2,447.5",$281.14,52.4,$660.93,5.4,"69,313.6","9,418.8",$84.17,22.0,1.9,6.5,31.2,2.9,0.3,0.2,0.7
9,8,"(1) Oak, Pin (Quercus palustris)  at 9.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","12,940.1",$300.95,"11,283.8",$262.43,"2,358.0",$270.86,50.3,$634.67,2.8,"37,394.3","5,081.4",$45.41,17.3,1.8,5.5,30.0,2.1,0.3,0.2,0.8
10,9,"(1) Oak, Pin (Quercus palustris)  at 17.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"15,808.3",$367.65,"2,447.5",$281.14,52.4,$660.93,4.6,"59,189.2","8,043.0",$71.87,21.8,1.9,6.6,31.2,2.8,0.3,0.2,0.8
11,10,"(1) Oak, Pin (Quercus palustris)  at 11.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"12,699.9",$295.36,"2,447.5",$281.14,52.4,$660.93,3.2,"42,843.5","5,821.8",$52.02,18.9,1.9,6.0,31.2,2.3,0.3,0.2,0.8
2,1,"(1) Oak, Pin (Quercus palustris)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,540.3",$384.68,"2,447.5",$281.14,52.4,$660.93,5.2,"66,877.9","9,087.8",$81.21,22.1,1.9,6.5,31.2,2.8,0.3,0.2,0.7
3,2,"(1) Oak, Pin (Quercus palustris)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,503.7",$383.82,"2,447.5",$281.14,52.4,$660.93,6.0,"76,174.7","10,351.1",$92.50,21.5,1.9,6.1,31.2,2.8,0.3,0.2,0.6
4,3,"(1) Oak, Pin (Quercus palustris)  at 14.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,297.0",$239.48,"2,337.8",$268.54,52.4,$660.93,2.9,"34,202.9","4,647.7",$41.53,15.2,1.9,4.8,30.9,1.9,0.3,0.2,0.6
5,4,"(1) Oak, Pin (Quercus palustris)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,347.2",$380.19,"2,447.5",$281.14,52.4,$660.93,6.2,"78,408.6","10,654.7",$95.21,21.3,1.9,6.0,31.2,2.8,0.3,0.2,0.5
6,5,"(1) Oak, Pin (Quercus palustris)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"15,911.7",$370.06,"2,447.5",$281.14,52.4,$660.93,6.6,"82,905.3","11,265.7",$100.67,20.6,1.9,5.7,31.2,2.8,0.3,0.2,0.5
7,6,"(1) Oak, Pin (Quercus palustris)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,620.6",$386.54,"2,447.5",$281.14,52.4,$660.93,5.8,"73,953.1","10,049.2",$89.80,21.8,1.9,6.3,31.2,2.8,0.3,0.2,0.6
8,7,"(1) Oak, Pin (Quercus palustris)  at 19.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,365.7",$380.61,"2,447.5",$281.14,52.4,$660.93,5.0,"64,374.4","8,747.6",$78.17,22.1,1.9,6.6,31.2,2.8,0.3,0.2,0.7
9,8,"(1) Oak, Pin (Quercus palustris)  at 13.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,948.6",$324.40,"2,447.5",$281.14,52.4,$660.93,3.7,"48,349.3","6,570.0",$58.71,20.2,1.9,6.3,31.2,2.5,0.3,0.2,0.8
10,9,"(1) Oak, Pin (Quercus palustris)  at 7.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","12,065.1",$280.60,"9,735.4",$226.41,"2,201.6",$252.89,46.9,$591.55,2.3,"32,092.5","4,360.9",$38.97,15.4,1.7,4.9,28.0,1.9,0.3,0.2,0.7
11,10,"(1) Oak, Pin (Quercus palustris)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"16,150.2",$375.60,"2,447.5",$281.14,52.4,$660.93,6.4,"80,652.9","10,959.6",$97.94,21.0,1.9,5.9,31.2,2.8,0.3,0.2,0.5
2,1,"(1) Oak, Pin (Quercus palustris)  at 13.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"9,741.0",$226.55,"2,337.8",$268.54,52.4,$660.93,2.7,"32,057.4","4,356.2",$38.93,14.4,1.9,4.6,30.9,1.8,0.3,0.2,0.6
3,2,"(1) Oak, Pin (Quercus palustris)  at 15.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"10,808.6",$251.37,"2,337.8",$268.54,52.4,$660.93,3.2,"36,353.5","4,939.9",$44.14,16.0,1.9,5.0,30.9,2.0,0.3,0.2,0.7
4,3,"(1) Oak, Pin (Quercus palustris)  at 17.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,680.6",$271.65,"2,337.8",$268.54,52.4,$660.93,3.6,"40,629.4","5,521.0",$49.34,17.3,1.9,5.4,30.9,2.2,0.3,0.2,0.7
5,4,"(1) Oak, Pin (Quercus palustris)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"15,306.5",$355.98,"2,447.5",$281.14,52.4,$660.93,7.1,"87,426.9","11,880.1",$106.16,19.8,1.9,5.3,31.2,2.7,0.3,0.2,0.4
6,5,"(1) Oak, Pin (Quercus palustris)  at 19.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"12,324.0",$286.62,"2,337.8",$268.54,52.4,$660.93,4.1,"44,808.7","6,088.9",$54.41,18.4,1.9,5.7,30.9,2.3,0.3,0.2,0.7
7,6,"(1) Oak, Pin (Quercus palustris)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"12,797.4",$297.63,"2,337.8",$268.54,52.4,$660.93,4.7,"50,746.4","6,895.7",$61.62,19.6,1.9,6.0,30.9,2.5,0.3,0.2,0.7
8,7,"(1) Oak, Pin (Quercus palustris)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"12,550.7",$291.89,"2,337.8",$268.54,52.4,$660.93,4.3,"46,840.2","6,364.9",$56.88,18.9,1.9,5.8,30.9,2.4,0.3,0.2,0.7
9,8,"(1) Spruce, Norway (Picea abies)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"5,382.9",$125.19,"4,395.4",$504.89,124.0,"$1,564.66",2.2,"55,361.5","7,522.9",$67.22,61.4,4.3,27.3,70.3,8.7,0.8,0.4,5.7
10,9,"(1) Spruce, Norway (Picea abies)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"4,206.1",$97.82,"3,560.3",$408.96,100.5,"$1,267.37",2.8,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
11,10,"(1) Spruce, Norway (Picea abies)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"5,251.2",$122.13,"3,560.3",$408.96,100.5,"$1,267.37",4.1,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
2,1,"(1) Spruce, Norway (Picea abies)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"4,897.7",$113.91,"3,560.3",$408.96,100.5,"$1,267.37",3.6,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
3,2,"(1) Spruce, Norway (Picea abies)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"5,972.6",$138.90,"3,560.3",$408.96,100.5,"$1,267.37",5.1,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
4,3,"(1) Spruce, Norway (Picea abies)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"3,868.5",$89.97,"3,560.3",$408.96,100.5,"$1,267.37",2.5,"39,035.5","5,304.4",$47.40,45.1,3.5,20.1,56.9,6.4,0.6,0.3,4.3
5,4,"(1) Spruce, Norway (Picea abies)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"5,646.0",$131.31,"4,395.4",$504.89,124.0,"$1,564.66",2.4,"57,668.9","7,836.4",$70.03,61.9,4.3,27.4,70.3,8.8,0.8,0.4,5.5
6,5,"(1) Spruce, Norway (Picea abies)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"6,450.2",$150.01,"4,395.4",$504.89,124.0,"$1,564.66",2.9,"62,368.7","8,475.0",$75.73,62.0,4.3,27.2,70.3,8.9,0.8,0.4,5.0
7,6,"(1) Spruce, Norway (Picea abies)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"6,179.7",$143.72,"4,395.4",$504.89,124.0,"$1,564.66",2.7,"61,192.3","8,315.2",$74.30,62.1,4.3,27.3,70.3,8.9,0.8,0.4,5.2
8,7,"(1) Spruce, Norway (Picea abies)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"5,911.6",$137.49,"4,395.4",$504.89,124.0,"$1,564.66",2.6,"59,618.8","8,101.4",$72.39,62.0,4.3,27.3,70.3,8.9,0.8,0.4,5.3
9,8,"(1) Spruce, Norway (Picea abies)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"7,275.1",$169.20,"4,395.4",$504.89,124.0,"$1,564.66",3.5,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
10,9,"(1) Spruce, Norway (Picea abies)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"5,122.3",$119.13,"4,395.4",$504.89,124.0,"$1,564.66",2.1,"52,711.0","7,162.7",$64.01,60.8,4.3,27.1,70.3,8.6,0.8,0.4,5.9
11,10,"(1) Spruce, Norway (Picea abies)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"6,722.9",$156.35,"4,395.4",$504.89,124.0,"$1,564.66",3.1,"63,126.1","8,578.0",$76.65,61.9,4.3,27.1,70.3,8.9,0.8,0.4,5.0
2,1,"(1) Spruce, Norway (Picea abies)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"8,981.8",$208.89,"4,395.4",$504.89,124.0,"$1,564.66",5.0,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
3,2,"(1) Spruce, Norway (Picea abies)  at 44.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"11,974.1",$278.48,"4,395.4",$504.89,124.0,"$1,564.66",7.9,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
4,3,"(1) Spruce, Norway (Picea abies)  at 41.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"11,058.5",$257.19,"4,395.4",$504.89,124.0,"$1,564.66",6.9,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
5,4,"(1) Spruce, Norway (Picea abies)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"6,997.9",$162.75,"4,395.4",$504.89,124.0,"$1,564.66",3.3,"63,449.6","8,621.9",$77.05,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
6,5,"(1) Spruce, Norway (Picea abies)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"7,835.9",$182.24,"4,395.4",$504.89,124.0,"$1,564.66",4.0,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
7,6,"(1) Spruce, Norway (Picea abies)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"3,211.0",$74.68,"3,560.3",$408.96,100.5,"$1,267.37",1.8,"33,713.5","4,581.2",$40.94,40.5,3.5,18.2,56.9,5.8,0.6,0.3,4.0
8,7,"(1) Spruce, Norway (Picea abies)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"2,891.9",$67.26,"3,560.3",$408.96,100.5,"$1,267.37",1.5,"29,249.1","3,974.6",$35.52,36.1,3.5,16.2,56.9,5.1,0.6,0.3,3.7
9,8,"(1) Spruce, Norway (Picea abies)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"4,722.9",$109.84,"3,560.3",$408.96,100.5,"$1,267.37",3.4,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
10,9,"(1) Spruce, Norway (Picea abies)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"3,701.8",$86.09,"3,560.3",$408.96,100.5,"$1,267.37",2.3,"38,299.5","5,204.4",$46.51,44.6,3.5,19.9,56.9,6.3,0.6,0.3,4.3
11,10,"(1) Spruce, Norway (Picea abies)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"5,609.6",$130.46,"3,560.3",$408.96,100.5,"$1,267.37",4.6,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
2,1,"(1) Spruce, Norway (Picea abies)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"4,549.3",$105.80,"3,560.3",$408.96,100.5,"$1,267.37",3.2,"39,345.5","5,346.5",$47.78,45.4,3.5,20.2,56.9,6.5,0.6,0.3,4.3
3,2,"(1) Spruce, Norway (Picea abies)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"8,404.9",$195.47,"4,395.4",$504.89,124.0,"$1,564.66",4.5,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
4,3,"(1) Spruce, Norway (Picea abies)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"4,036.6",$93.88,"3,560.3",$408.96,100.5,"$1,267.37",2.6,"39,338.8","5,345.6",$47.77,45.4,3.5,20.2,56.9,6.4,0.6,0.3,4.3
5,4,"(1) Spruce, Norway (Picea abies)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"3,536.7",$82.25,"3,560.3",$408.96,100.5,"$1,267.37",2.1,"37,152.7","5,048.5",$45.11,43.6,3.5,19.5,56.9,6.2,0.6,0.3,4.2
6,5,"(1) Spruce, Norway (Picea abies)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","24,564.5",$571.30,"3,050.6",$70.95,"3,560.3",$408.96,100.5,"$1,267.37",1.7,"31,485.5","4,278.5",$38.23,38.4,3.5,17.3,56.9,5.4,0.6,0.3,3.8
7,6,"(1) Spruce, Norway (Picea abies)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"7,554.5",$175.69,"4,395.4",$504.89,124.0,"$1,564.66",3.8,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
8,7,"(1) Spruce, Norway (Picea abies)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","30,326.6",$705.30,"10,756.6",$250.16,"4,395.4",$504.89,124.0,"$1,564.66",6.6,"63,460.4","8,623.4",$77.06,61.8,4.3,27.0,70.3,8.9,0.8,0.4,4.9
9,8,"(1) Maple, Silver (Acer saccharinum)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"17,231.3",$400.75,"2,546.3",$292.48,52.4,$660.93,5.5,"94,400.3","12,827.7",$114.63,23.7,1.9,6.6,31.5,3.1,0.3,0.2,0.6
10,9,"(1) Maple, Silver (Acer saccharinum)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,377.1",$334.37,"2,447.5",$281.14,52.4,$660.93,5.2,"77,874.7","10,582.1",$94.56,25.0,1.9,7.3,31.2,3.2,0.3,0.2,0.8
11,10,"(1) Maple, Silver (Acer saccharinum)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"13,430.1",$312.34,"2,447.5",$281.14,52.4,$660.93,4.4,"68,158.3","9,261.8",$82.76,25.5,1.9,7.8,31.2,3.2,0.3,0.2,0.9
2,1,"(1) Maple, Silver (Acer saccharinum)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"14,660.7",$340.96,"2,447.5",$281.14,52.4,$660.93,5.5,"82,565.2","11,219.5",$100.26,24.4,1.9,7.0,31.2,3.2,0.3,0.2,0.7
3,2,"(1) Maple, Silver (Acer saccharinum)  at 13.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,291.3",$309.11,"10,214.0",$237.55,"2,418.4",$277.80,51.7,$652.14,2.8,"48,153.9","6,543.5",$58.47,23.1,1.9,7.5,30.8,2.8,0.3,0.2,1.1
4,3,"(1) Maple, Silver (Acer saccharinum)  at 15.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"11,163.0",$259.62,"2,447.5",$281.14,52.4,$660.93,3.2,"53,152.3","7,222.7",$64.54,24.2,1.9,7.7,31.2,3.0,0.3,0.2,1.1
5,4,"(1) Maple, Silver (Acer saccharinum)  at 12.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","12,768.2",$296.95,"9,712.0",$225.87,"2,331.6",$267.83,49.6,$625.90,2.6,"45,673.8","6,206.4",$55.46,22.4,1.8,7.3,29.6,2.7,0.3,0.2,1.1
6,5,"(1) Maple, Silver (Acer saccharinum)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"11,249.4",$261.63,"2,337.8",$268.54,52.4,$660.93,5.3,"64,176.1","8,720.7",$77.93,23.5,1.9,7.1,30.9,3.0,0.3,0.2,0.8
